endTime,artistName,trackName,msPlayed
2021-08-30 09:43,Lil Wayne,6 Foot 7 Foot,248586
2021-08-30 09:46,Frank Ocean,Thinkin Bout You,200746
2021-08-30 09:53,Kendrick Lamar,Money Trees,386906
2021-08-30 09:56,Kanye West,Famous,196040
2021-08-30 09:59,J. Cole,9 5 . s o u t h,196946
2021-08-30 10:01,"Tyler, The Creator",WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),121572
2021-08-30 10:05,Dreamville,Under The Sun (with J. Cole & Lute feat. DaBaby),202040
2021-08-30 10:08,Metro Boomin,Space Cadet (feat. Gunna),203266
2021-08-30 10:13,Kanye West,All Of The Lights,299613
2021-08-30 10:17,Childish Gambino,3005,234215
2021-08-30 10:20,J. Cole,KOD,191436
2021-08-30 10:30,"Tyler, The Creator",SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),588139
2021-08-30 10:34,Mac Miller,Weekend (feat. Miguel),208080
2021-08-30 10:37,Kanye West,Gold Digger,207626
2021-08-30 10:42,Frank Ocean,Nights,307151
2021-08-30 10:47,Childish Gambino,Feels Like Summer,297404
2021-08-30 10:50,J. Cole,Kevin’s Heart,200309
2021-08-30 10:54,"Tyler, The Creator",Glitter,224893
2021-08-30 10:59,Kanye West,Stronger,311866
2021-08-30 11:03,Mac Miller,My Favorite Part,216000
2021-08-30 11:06,Childish Gambino,IV. Sweatpants,180675
2021-08-30 11:09,"Tyler, The Creator",Potato Salad,182493
2021-08-30 11:13,Frank Ocean,White Ferrari,248807
2021-08-30 11:16,Kanye West,Yikes,188773
2021-08-30 11:20,Kendrick Lamar,LOYALTY. FEAT. RIHANNA.,227360
2021-08-30 11:24,A$AP Rocky,L$D,238306
2021-08-30 11:29,B.o.B,Nothin' on You (feat. Bruno Mars),268320
2021-08-30 11:32,"Tyler, The Creator",RUNITUP (feat. Teezo Touchdown),229564
2021-08-30 11:38,Kanye West,Ultralight Beam,320680
2021-08-30 11:43,Frank Ocean,Novacane,302346
2021-08-30 11:46,GoldLink,Crew (feat. Brent Faiyaz & Shy Glizzy),176702
2021-08-30 11:48,Joey Bada$$,Love Is Only a Feeling,152041
2021-08-30 11:53,PARTYNEXTDOOR,LOYAL (feat. Drake and Bad Bunny) - Remix,281119
2021-08-30 11:57,Kanye West,Everything I Am,227893
2021-08-30 11:58,"Tyler, The Creator",SIR BAUDELAIRE (feat. DJ Drama),88624
2021-08-30 12:01,Lil Yachty,Yacht Club (feat. Juice WRLD),166343
2021-08-30 12:05,Rae Sremmurd,Come Get Her,212946
2021-08-30 12:08,Young Thug,Hot (feat. Gunna),193026
2021-08-30 12:10,Kanye West,Pt. 2,130293
2021-08-30 12:13,JAY-Z,Otis,178213
2021-08-30 12:17,Miguel,Sky Walker (feat. Travis Scott),259333
2021-08-30 12:20,"Tyler, The Creator",SAFARI,177742
2021-08-30 12:24,Isaiah Rashad,Claymore (feat. Smino),186151
2021-08-30 12:28,Kanye West,Can't Tell Me Nothing,271600
2021-08-30 12:32,Young Thug,Relationship (feat. Future),215306
2021-08-30 12:35,J. Cole,Neighbors,216520
2021-08-30 12:38,Frank Ocean,In My Room,133680
2021-08-30 12:40,Wale,Angles (feat. Chris Brown),174315
2021-08-30 12:45,Kanye West,POWER,292093
2021-08-30 12:49,"Tyler, The Creator",MASSA,223718
2021-08-30 12:54,Mac Miller,Small Worlds,271733
2021-08-30 12:58,JAY-Z,No Church In The Wild,272506
2021-08-30 13:02,J. Cole,Wet Dreamz,239320
2021-08-30 13:06,Kanye West,Through The Wire,221226
2021-08-30 13:10,Kendrick Lamar,PRIDE.,275253
2021-08-30 23:58,"Tyler, The Creator",Boredom (feat. Rex Orange County & Anna of the North),46192
2021-09-01 12:17,Led Zeppelin,Immigrant Song - Remaster,981
2021-09-01 12:17,Kanye West,Jesus Lord pt 2,1002
2021-09-01 12:17,Kanye West,Jail pt 2,3071
2021-09-01 12:22,Kanye West,Jail,297000
2021-09-01 12:25,88GLAM,Bali,185316
2021-09-01 12:28,OneRepublic,Forgot About You,173249
2021-09-01 12:31,Kygo,Lose Somebody,199549
2021-09-01 12:33,benny blanco,You (with Marshmello & Vance Joy),115300
2021-09-02 15:23,Planet Money,Two Indicators: Will Remote Work Kill The Office?,1130340
2021-09-02 15:56,Planet Money,SUMMER SCHOOL 6: Crypto & Commencement,1991997
2021-09-03 00:28,Planet Money,SUMMER SCHOOL 6: Crypto & Commencement,1857
2021-09-03 00:31,Jeremy Zucker,you were good to me - shallou remix,229205
2021-09-03 00:32,Ava Camille,Patagonia Sunrise,2461
2021-09-03 00:32,100 gecs,hand crushed by a mallet,2275
2021-09-03 00:32,Borgeous,Leave,11782
2021-09-03 00:35,Mary Shannon,Train Tracks,196316
2021-09-03 00:35,Mary Shannon,Train Tracks,2461
2021-09-03 00:35,The Chainsmokers,Paris,808
2021-09-03 00:35,The Chainsmokers,Paris,1857
2021-09-03 00:35,Kendrick Lamar,Alright,1857
2021-09-03 00:39,The Chainsmokers,Paris,221506
2021-09-03 00:39,Kendrick Lamar,Alright,34806
2021-09-03 02:00,pluko,reality distortion,3784
2021-09-03 02:00,D Smoke,Rapture,2925
2021-09-03 02:00,Taylor Swift,Look What You Made Me Do,2438
2021-09-03 02:00,Kendrick Lamar,Alright,15719
2021-09-03 02:00,Weezer,All My Favorite Songs,28026
2021-09-03 02:03,Drake,All Me,145589
2021-09-03 02:03,Beyoncé,Spirit,2530
2021-09-03 02:07,Blake Rose,Lady,242811
2021-09-03 02:08,FRVR FREE,Light,35699
2021-09-03 02:08,Beyoncé,Spirit,42608
2021-09-03 02:08,Blake Rose,Lady,928
2021-09-03 12:55,High Resolution,"A Talk at AIGA: Designers, make this ONE mindset change in 2018 to drive massive business value",639809
2021-09-03 12:58,Eighty Ninety,10K Summer Nights,188946
2021-09-03 12:59,Starletta,Crying in Miami,14101
2021-09-03 12:59,The Roosevelts,Trippin' on Your Love,39374
2021-09-03 13:02,LANY,get away,139989
2021-09-03 13:05,LANY,get away,186647
2021-09-03 13:07,LANY,up to me,167960
2021-09-03 13:10,LANY,"never mind, let's break up",162316
2021-09-03 13:13,LANY,dna,177382
2021-09-03 13:17,LANY,"roll over, baby",204439
2021-09-03 13:20,LANY,live it down,198507
2021-09-03 13:23,LANY,dancing in the kitchen,208808
2021-09-03 13:27,LANY,ex i never had,201442
2021-09-03 13:30,LANY,somewhere,216316
2021-09-03 13:34,LANY,care less,198595
2021-09-03 13:37,LANY,’til i don't,179037
2021-09-03 13:40,LANY,one minute left to live,193287
2021-09-03 13:44,LANY,The Breakup,236693
2021-09-03 13:46,Fiji Blue,Space Makes Me Sad,136419
2021-09-03 13:49,No Rome,Narcissist (feat. The 1975),195501
2021-09-03 13:52,John K,in case you miss me,170005
2021-09-03 13:56,Valley,SOCIETY,221899
2021-09-03 13:57,LANY,I Don't Wanna Love You Anymore,43157
2021-09-03 13:59,Valley,Oh shit…are we in love?,155384
2021-09-03 14:02,Daisy the Great,Record Player (with AJR),149538
2021-09-03 14:02,ayokay,I Still Need You,36519
2021-09-03 14:03,Levi Matthan,friendship song,26176
2021-09-03 14:07,Blake Rose,Lady,242811
2021-09-03 14:10,Jake Scott,Favorite T-Shirt,184440
2021-09-03 14:10,Virginia To Vegas,better with you,5939
2021-09-03 14:14,Blake Rose,Lady,242811
2021-09-03 14:17,Marc E. Bassy,Just My Luck,186496
2021-09-03 14:21,MAX,Where Am I At,209550
2021-09-03 14:21,Ben Rector,Old Friends,8029
2021-09-03 14:25,Blake Rose,Lady,242811
2021-09-03 14:28,MAX,Where Am I At,209550
2021-09-03 14:31,Marc E. Bassy,Just My Luck,186496
2021-09-03 14:34,Julia Michaels,17,182800
2021-09-03 14:38,Elliot Root,"June, After Dark",219133
2021-09-03 14:42,Rence,Baby Blue,208000
2021-09-03 14:45,Quinn XCII,Stay Next To Me (with Chelsea Cutler),206045
2021-09-03 14:48,James Bay,Peer Pressure,176826
2021-09-03 14:50,Noah Kahan,Cynic,106888
2021-09-03 14:54,Blake Rose,Lady,242811
2021-09-03 14:58,Ben Rector,Old Friends,224743
2021-09-03 15:00,Wingtip,Happiness,171158
2021-09-03 15:03,The Band CAMINO,See Through,181420
2021-09-03 15:07,Virginia To Vegas,better with you,191826
2021-09-03 15:08,Julia Michaels,17,68028
2021-09-03 15:12,Blake Rose,Lady,242811
2021-09-03 15:24,Blake Rose,Lady,242811
2021-09-03 15:27,Marc E. Bassy,Just My Luck,186496
2021-09-03 15:30,Jake Scott,Favorite T-Shirt,184440
2021-09-03 15:33,Virginia To Vegas,better with you,191826
2021-09-03 15:35,Joel Adams,A Big World,110936
2021-09-04 00:24,Blake Rose,Lady,242811
2021-09-04 00:27,Marc E. Bassy,Just My Luck,186496
2021-09-04 00:27,Virginia To Vegas,better with you,44384
2021-09-04 00:28,Marc E. Bassy,Just My Luck,42410
2021-09-04 00:28,Blake Rose,Lady,1323
2021-09-04 00:32,Travis Scott,FRANCHISE (feat. Young Thug & M.I.A.),2106
2021-09-04 00:32,Blake Rose,Lady,240135
2021-09-04 00:35,Valley,Oh shit…are we in love?,155384
2021-09-04 00:35,The Japanese House,Clean,0
2021-09-04 00:37,Daisy the Great,Record Player (with AJR),149538
2021-09-04 00:37,Valley,Oh shit…are we in love?,0
2021-09-04 00:39,ayokay,I Still Need You,108878
2021-09-04 00:40,Daisy the Great,Record Player (with AJR),42925
2021-09-04 01:38,Daisy the Great,Record Player (with AJR),5572
2021-09-04 01:43,Daisy the Great,Record Player (with AJR),261760
2021-09-04 01:43,Valley,Oh shit…are we in love?,0
2021-09-04 01:45,Valley,Oh shit…are we in love?,155384
2021-09-04 01:45,The Japanese House,Clean,2289
2021-09-04 01:49,Blake Rose,Lady,242811
2021-09-04 01:52,Daisy the Great,Record Player (with AJR),149538
2021-09-04 01:58,Marc E. Bassy,Just My Luck,28885
2021-09-04 01:59,Daisy the Great,Record Player (with AJR),101401
2021-09-04 01:59,Starley,Call on Me - Ryan Riback Remix,2133
2021-09-04 02:01,Daisy the Great,Record Player (with AJR),92373
2021-09-04 13:39,Design Better Podcast,Rewind: Airbnb’s Benjamin Evans on the power of inclusive design,1504469
2021-09-04 14:46,Design Better Podcast,Rewind: Airbnb’s Benjamin Evans on the power of inclusive design,1174442
2021-09-04 14:50,Design Better Podcast,Rewind: Airbnb’s Benjamin Evans on the power of inclusive design,258516
2021-09-04 15:14,Design Better Podcast,Scott Berkun: How design makes the world,1378624
2021-09-04 18:30,Design Better Podcast,Scott Berkun: How design makes the world,19530
2021-09-04 18:33,Daisy the Great,Record Player (with AJR),149538
2021-09-04 18:35,Valley,Oh shit…are we in love?,155384
2021-09-04 18:36,The Japanese House,Clean,20220
2021-09-04 18:38,Daisy the Great,Record Player (with AJR),149538
2021-09-04 18:41,Valley,Oh shit…are we in love?,155384
2021-09-04 18:43,Led Zeppelin,Immigrant Song - Remaster,2794
2021-09-04 18:43,Kanye West,Jesus Lord pt 2,5098
2021-09-04 18:43,The Japanese House,Clean,136956
2021-09-04 18:43,Blake Rose,Lady,6143
2021-09-04 18:43,Kanye West,Junya pt 2,5440
2021-09-04 18:47,Blake Rose,Lady,236963
2021-09-04 18:50,Daisy the Great,Record Player (with AJR),149538
2021-09-04 18:52,Valley,Oh shit…are we in love?,102900
2021-09-04 18:55,benny blanco,You (with Marshmello & Vance Joy),169094
2021-09-04 18:55,Miley Cyrus,Let's Dance,38192
2021-09-04 18:58,CAL,In the Water (with Quinn XCII),140476
2021-09-04 19:00,Mokita,London,160225
2021-09-04 19:03,pink roses,dreamin',170909
2021-09-04 19:05,Phillip Larue,West Coast,93897
2021-09-04 19:05,Lostboycrow,Candy Wine,4896
2021-09-04 19:08,Phil Good,Everything's Good,183150
2021-09-04 19:08,Jill Baylon,Crush Phase,11933
2021-09-04 19:11,Zach Benson,Kissing as the Cars Pass By,204124
2021-09-04 19:15,Sarah Barrios,Help (feat. Rence),191304
2021-09-04 19:17,MADE IN LA,Closer,149714
2021-09-04 19:21,eliza elliott,Strangers,209577
2021-09-04 19:21,Cole Loomis,You or Me,32665
2021-09-04 19:22,Westover,Nothing Between Us,67264
2021-09-04 19:24,Jonathan & Friends,MagSafe,130434
2021-09-04 19:27,Slush Puppy,Summertime Sucks,175859
2021-09-04 19:30,Clara Mae,Alright (feat. Russell Dickerson),161085
2021-09-04 19:34,Griff Clawson,Chasing Highs,16085
2021-09-04 19:34,Lido,University,208804
2021-09-04 19:34,NEIKED,Old School Love - Acoustic,28586
2021-09-04 19:36,Kobi Shue,Chasing This Feeling,5418
2021-09-04 19:36,Sizzy Rocket,Rollerskating,10293
2021-09-04 19:36,Victoria Canal,Second,79978
2021-09-04 19:39,Willie Shaw,Sunday Call,33375
2021-09-04 19:39,Leah Sykes,Sorry to the Waitress,177559
2021-09-04 19:40,The National Parks,Wildflower,13461
2021-09-04 19:43,Starletta,Crying in Miami,10538
2021-09-04 19:43,Mills,Lovely,174048
2021-09-04 19:45,Daisy the Great,Record Player (with AJR),149538
2021-09-04 19:48,Valley,Oh shit…are we in love?,155384
2021-09-04 19:53,Led Zeppelin,Immigrant Song - Remaster,20318
2021-09-04 19:53,Valley,Oh shit…are we in love?,671
2021-09-04 19:53,The Japanese House,Clean,330
2021-09-04 19:53,The Japanese House,Clean,299360
2021-09-04 19:56,Daisy the Great,Record Player (with AJR),149538
2021-09-04 19:58,Valley,Oh shit…are we in love?,155384
2021-09-04 20:02,The Japanese House,Clean,190855
2021-09-04 23:53,Design Better Podcast,Scott Berkun: How design makes the world,1521130
2021-09-05 00:03,Design Better Podcast,Rewind: Airbnb’s Benjamin Evans on the power of inclusive design,9440
2021-09-05 00:03,Design Better Podcast,Scott Berkun: How design makes the world,2000
2021-09-05 00:03,UI Breakfast: UI/UX Design and Product Strategy,Episode 212: Data-Driven Design Decisions with Zack Naylor,32280
2021-09-05 00:03,DataFramed,#47 Human-centered Design in Data Science,273335
2021-09-05 00:17,Design Better Podcast,Ford’s Sandy Fershee: Driving innovation with human-centered design,805130
2021-09-05 12:26,Design Better Podcast,Ford’s Sandy Fershee: Driving innovation with human-centered design,4574
2021-09-05 12:29,Daisy the Great,Record Player (with AJR),149538
2021-09-05 12:29,Valley,Oh shit…are we in love?,148
2021-09-05 12:31,Daisy the Great,Record Player (with AJR),149538
2021-09-05 12:34,Valley,Oh shit…are we in love?,155384
2021-09-05 12:35,The Japanese House,Clean,57583
2021-09-05 12:38,The Japanese House,Clean,160610
2021-09-05 12:40,Daisy the Great,Record Player (with AJR),149538
2021-09-05 12:41,DAO,The View,26261
2021-09-05 12:43,CAL,In the Water (with Quinn XCII),140476
2021-09-05 12:45,Beyoncé,XO,97223
2021-09-05 13:36,Design Better Podcast,Netflix's Steve Johnson and Rochelle King: Making great stories accessible,3062408
2021-09-05 13:42,NN/g UX Podcast ,"1. What is UX, anyway? (feat. Dr. Jakob Nielsen, the usability guru)",307365
2021-09-05 13:47,NN/g UX Podcast ,"1. What is UX, anyway? (feat. Dr. Jakob Nielsen, the usability guru)",268004
2021-09-05 13:55,Design Better Podcast,The New York Times’ Natalya Shelburne: Bridging the designer and developer divide by building trust,380710
2021-09-05 13:55,Design Better Podcast,IBM’s Kristin Wisnewski: Rise of an authentic leader,16234
2021-09-05 13:57,Design Better Podcast,The New York Times’ Natalya Shelburne: Bridging the designer and developer divide by building trust,127402
2021-09-05 14:00,Google Method,"Maggie Stanphill, Digital Wellbeing",189674
2021-09-06 12:31,Daisy the Great,Record Player (with AJR),149538
2021-09-06 12:33,Lost Kings,When We Were Young,112281
2021-09-06 12:34,Lost Kings,When We Were Young,80339
2021-09-06 12:38,The Chainsmokers,Young,224773
2021-09-06 12:40,Taylor Swift,happiness,104555
2021-09-06 12:50,NIKI,Always Rising,184080
2021-09-06 12:53,AUDREY NUNA,Clocked Out!,190080
2021-09-06 12:58,DJ Snake,Run It (feat. Rick Ross & Rich Brian),11872
2021-09-06 12:58,Adawa,Baba Says,263186
2021-09-06 13:00,DPR LIVE,Diamonds + And Pearls,126101
2021-09-06 13:04,21 Savage,Lazy Susan (with Rich Brian feat. Warren Hue & Masiwei),219647
2021-09-06 13:49,Swae Lee,In The Dark (with Jhené Aiko),8591
2021-09-06 13:49,Troye Sivan,Easy (with Kacey Musgraves feat. Mark Ronson),0
2021-09-06 13:49,21 Savage,Lazy Susan (with Rich Brian feat. Warren Hue & Masiwei),13630
2021-09-06 13:52,DJ Snake,Run It (feat. Rick Ross & Rich Brian),163373
2021-09-06 13:55,88rising,Hot Soup,1741
2021-09-06 13:55,Saweetie,Swan Song,165908
2021-09-06 13:55,Warren Hue,Warriors,1439
2021-09-06 13:55,keshi,War With Heaven,1207
2021-09-06 13:58,DPR LIVE,Diamonds + And Pearls,5632
2021-09-06 13:58,Saweetie,Swan Song,167586
2021-09-06 13:58,keshi,War With Heaven,0
2021-09-08 02:33,DPR LIVE,Diamonds + And Pearls,7801
2021-09-08 02:33,21 Savage,Lazy Susan (with Rich Brian feat. Warren Hue & Masiwei),24357
2021-09-08 02:36,Saweetie,Swan Song,167586
2021-09-08 02:37,keshi,War With Heaven,29248
2021-09-08 02:39,Saweetie,Swan Song,34226
2021-09-08 02:39,Adawa,Baba Says,9389
2021-09-08 02:40,Adawa,Baba Says,46834
2021-09-08 02:41,DJ Snake,Run It (feat. Rick Ross & Rich Brian),48297
2021-09-08 02:41,Saweetie,Swan Song,40472
2021-09-08 02:43,Daisy the Great,Record Player (with AJR),99149
2021-09-08 02:44,88GLAM,Bali,46300
2021-09-08 04:57,Huey Lewis & The News,Hip To Be Square,75395
2021-09-08 05:00,The Band CAMINO,Who Do You Think You Are?,205674
2021-09-08 05:41,The Band CAMINO,I Think I Like You,182658
2021-09-08 05:48,The Band CAMINO,Know It All,1230
2021-09-08 05:48,The Band CAMINO,Know It All,71563
2021-09-08 05:51,The Band CAMINO,Who Do You Think You Are?,205674
2021-09-08 06:05,The Band CAMINO,I Think I Like You,77887
2021-09-08 14:30,The Band CAMINO,I Think I Like You,6594
2021-09-08 14:34,The Band CAMINO,Who Do You Think You Are?,205674
2021-09-08 14:36,Huey Lewis & The News,Hip To Be Square,98169
2021-09-08 14:38,DJ Snake,Run It (feat. Rick Ross & Rich Brian),4460
2021-09-08 14:38,Saweetie,Swan Song,882
2021-09-08 14:38,Saweetie,Swan Song,167586
2021-09-08 14:38,Huey Lewis & The News,Hip To Be Square,3366
2021-09-08 14:41,Saweetie,Swan Song,167586
2021-09-08 14:42,DJ Snake,Run It (feat. Rick Ross & Rich Brian),37108
2021-09-08 14:45,DJ Snake,Run It (feat. Rick Ross & Rich Brian),28284
2021-09-08 14:45,Saweetie,Swan Song,1021
2021-09-08 14:45,Saweetie,Swan Song,167586
2021-09-08 14:45,Huey Lewis & The News,Hip To Be Square,3366
2021-09-08 14:48,Saweetie,Swan Song,167586
2021-09-08 14:49,DJ Snake,Run It (feat. Rick Ross & Rich Brian),41264
2021-09-08 14:52,Saweetie,Swan Song,167586
2021-09-08 15:37,DJ Snake,Run It (feat. Rick Ross & Rich Brian),37293
2021-09-08 15:41,Drake,Way 2 Sexy (with Future & Young Thug),257604
2021-09-09 01:12,Drake,Way 2 Sexy (with Future & Young Thug),35566
2021-09-09 01:15,DJ Snake,Run It (feat. Rick Ross & Rich Brian),9244
2021-09-09 01:15,DJ Snake,Run It (feat. Rick Ross & Rich Brian),952
2021-09-09 01:15,Saweetie,Swan Song,1880
2021-09-09 01:15,Saweetie,Swan Song,167586
2021-09-09 01:15,Huey Lewis & The News,Hip To Be Square,1834
2021-09-09 01:15,The Band CAMINO,Who Do You Think You Are?,1950
2021-09-09 01:15,21 Savage,Lazy Susan (with Rich Brian feat. Warren Hue & Masiwei),2368
2021-09-09 01:15,Drake,Way 2 Sexy (with Future & Young Thug),20062
2021-09-09 01:19,The Band CAMINO,Who Do You Think You Are?,194885
2021-09-09 15:33,Alexander 23,Dirty AF1s,18692
2021-09-09 15:33,Jonathan & Friends,MagSafe,1486
2021-09-09 15:33,The Band CAMINO,Who Do You Think You Are?,3854
2021-09-09 15:36,Leah Sykes,Sorry to the Waitress,177559
2021-09-09 15:38,Jonathan & Friends,MagSafe,130434
2021-09-09 15:39,Sarah Barrios,Help (feat. Rence),8428
2021-09-09 15:39,eliza elliott,Strangers,6472
2021-09-09 15:41,CAL,In the Water (with Quinn XCII),140476
2021-09-09 15:42,Levi Matthan,friendship song,65333
2021-09-09 15:42,ayokay,I Still Need You,3459
2021-09-09 15:48,Daisy the Great,Record Player (with AJR),108901
2021-09-09 15:51,The Band CAMINO,Who Do You Think You Are?,205674
2021-09-09 15:52,DJ Snake,Run It (feat. Rick Ross & Rich Brian),1550
2021-09-09 15:52,Saweetie,Swan Song,130
2021-09-09 15:52,Huey Lewis & The News,Hip To Be Square,19635
2021-09-09 15:52,Huey Lewis & The News,Hip To Be Square,10960
2021-09-09 15:55,Saweetie,Swan Song,167586
2021-09-09 15:57,DJ Snake,Run It (feat. Rick Ross & Rich Brian),163373
2021-09-09 15:57,21 Savage,Lazy Susan (with Rich Brian feat. Warren Hue & Masiwei),0
2021-09-09 16:00,Valley,Oh shit…are we in love?,155384
2021-09-09 16:00,The Japanese House,Clean,6995
2021-09-09 16:04,Troye Sivan,Easy (with Kacey Musgraves feat. Mark Ronson),213571
2021-09-09 16:06,Alexander 23,Dirty AF1s,137000
2021-09-09 16:09,Dahl,Can I Kiss You?,207646
2021-09-09 16:12,Ben Kessler,Concrete,152051
2021-09-09 16:14,okaywill,Cold,135740
2021-09-09 16:16,Lauren Sanderson,Frustrated,3030
2021-09-09 16:16,Gatlin,Maniac,10430
2021-09-09 16:16,Ed Patrick,Addicted To You,6090
2021-09-09 16:16,Olin Johnson,Al X,124400
2021-09-09 16:19,Recent Rumors,Boulangerie,4110
2021-09-09 16:19,Carly Rose,birds & bees,140490
2021-09-09 16:19,Huey Lewis & The News,Hip To Be Square,450
2021-09-09 16:22,DJ Snake,Run It (feat. Rick Ross & Rich Brian),44413
2021-09-09 16:22,Saweetie,Swan Song,167586
2021-09-09 16:26,We Three,i wanna love somebody,233616
2021-09-09 16:30,Bajillionaire,Sleepwalking,206769
2021-09-09 16:31,Sam Hunt,Body Like A Back Road,1910
2021-09-09 16:31,Billie Eilish,Happier Than Ever,58914
2021-09-09 16:31,Lady A,Need You Now,1080
2021-09-09 16:33,Lennon Stella,Bad,14530
2021-09-09 16:33,We Three,i wanna love somebody,125070
2021-09-09 16:35,The Band CAMINO,Who Do You Think You Are?,7410
2021-09-09 16:35,Tove Lo,I'm Coming,5170
2021-09-09 16:35,Remi Wolf,Monte Carlo,109940
2021-09-09 16:38,The Band CAMINO,Roses,181673
2021-09-09 16:41,The Band CAMINO,Know It All,181182
2021-09-09 16:42,flor,hold on,28087
2021-09-09 16:45,DJ Snake,Run It (feat. Rick Ross & Rich Brian),30703
2021-09-09 16:45,Saweetie,Swan Song,167586
2021-09-09 16:46,Young Mister,Carolina,1730
2021-09-09 16:46,Lexi Jayde,newbury park,33100
2021-09-09 16:46,5 Seconds of Summer,Wildflower,28580
2021-09-09 16:48,Hills x Hills,You Feel Like Home,82850
2021-09-09 16:48,Sophie Cates,sucks 4 u,11880
2021-09-09 16:49,Chappell Roan,California,6240
2021-09-09 16:49,Mt. Joy,Strangers,48410
2021-09-09 16:49,Apollo LTD,You,10380
2021-09-09 16:53,Niall Horan,"Lover - Recorded at Air Studios, London",239076
2021-09-09 16:53,Handsome Ghost,Everything Is Alright,2950
2021-09-09 16:54,The Vamps,Glory Days,23521
2021-09-09 16:56,Bleachers,Let's Get Married,5154
2021-09-09 16:56,Alec Benjamin,Oh My God,127895
2021-09-09 16:57,TYLERxCORDY,Peaches,70240
2021-09-09 16:58,Matt Walden,Milestone,46857
2021-09-09 16:59,Sage Charmaine,June,8614
2021-09-09 16:59,Postcard Boy,24 Hours,40565
2021-09-09 17:02,Taylor Swift,Stay Stay Stay,41168
2021-09-09 17:02,Jay Som,Superbike,2414
2021-09-09 17:02,Don Omar,Danza Kuduro,132214
2021-09-09 17:04,OneRepublic,Secrets,69520
2021-09-10 01:21,Jaden,GOKU,1216
2021-09-10 01:21,Jaden,GOKU,768
2021-09-10 01:21,Drake,Way 2 Sexy (with Future & Young Thug),1920
2021-09-10 01:28,Mario Judah,Die Very Rough,58816
2021-09-10 12:10,Mario Judah,Die Very Rough,91170
2021-09-10 12:13,Mario Judah,Bih Yah,157504
2021-09-10 12:16,Mario Judah,Rockstar,197361
2021-09-10 12:18,Mario Judah,Bean & Lean,116218
2021-09-10 12:20,Mario Judah,Luv My Slatts - Intro,70924
2021-09-10 12:21,Mario Judah,I Cannot Love You,87116
2021-09-10 12:23,Mario Judah,Can't Stop Me,112767
2021-09-10 12:25,Tes X,It's Time To Rock,150620
2021-09-10 12:27,Mario Judah,Crush,102870
2021-09-10 12:30,Mario Judah,Figi Freestyle,161137
2021-09-10 12:32,Mario Judah,Bih Yah,157504
2021-09-10 12:35,Mario Judah,The Rockstar,128973
2021-09-10 12:36,Mario Judah,Die Very Rough,91170
2021-09-10 12:39,Thouxanbanfauni,ULTRA VIOLET,157944
2021-09-10 12:41,DJ Scheme,E-ER (feat. Lil Yachty),152495
2021-09-10 12:42,Mario Judah,Die Very Rough,12980
2021-09-10 12:45,The Band CAMINO,EVERYBODYDIES,206275
2021-09-10 12:48,The Band CAMINO,Roses,181673
2021-09-10 12:51,The Band CAMINO,Underneath My Skin,193407
2021-09-10 12:52,The Band CAMINO,Who Do You Think You Are?,1270
2021-09-10 12:52,The Band CAMINO,I Think I Like You,62693
2021-09-10 12:52,The Band CAMINO,Know It All,3390
2021-09-10 12:55,The Band CAMINO,Sorry Mom,181230
2021-09-10 12:59,The Band CAMINO,Just A Phase,209831
2021-09-10 13:02,The Band CAMINO,1 Last Cigarette,185832
2021-09-10 13:05,The Band CAMINO,Song About You,158948
2021-09-10 13:08,The Band CAMINO,Damage,209722
2021-09-10 13:12,The Band CAMINO,Look Up,199435
2021-09-10 23:31,The Band CAMINO,Help Me Get Over You,126139
2021-09-13 00:37,Saweetie,Swan Song,167586
2021-09-13 00:38,DJ Snake,Run It (feat. Rick Ross & Rich Brian),18345
2021-09-13 00:40,Saweetie,Swan Song,167586
2021-09-13 00:43,DJ Snake,Run It (feat. Rick Ross & Rich Brian),163373
2021-09-13 00:44,The Band CAMINO,Who Do You Think You Are?,2751
2021-09-13 00:44,21 Savage,Lazy Susan (with Rich Brian feat. Warren Hue & Masiwei),52402
2021-09-14 11:39,Saweetie,Swan Song,167586
2021-09-14 11:42,DJ Snake,Run It (feat. Rick Ross & Rich Brian),156350
2021-09-14 11:43,Hills x Hills,You Feel Like Home,81450
2021-09-14 11:44,Hills x Hills,You Feel Like Home,59068
2021-09-14 11:46,Hills x Hills,You Feel Like Home,140718
2021-09-14 11:49,The Band CAMINO,Roses,181673
2021-09-14 11:53,Troye Sivan,Easy (with Kacey Musgraves feat. Mark Ronson),213571
2021-09-14 11:53,Drake,Way 2 Sexy (with Future & Young Thug),11735
2021-09-14 11:56,The Band CAMINO,Who Do You Think You Are?,205674
2021-09-14 11:57,Huey Lewis & The News,Hip To Be Square,3826
2021-09-14 11:59,Saweetie,Swan Song,167586
2021-09-14 12:00,DJ Snake,Run It (feat. Rick Ross & Rich Brian),11867
2021-09-14 12:00,NIKI,Always Rising,15952
2021-09-14 12:00,21 Savage,Lazy Susan (with Rich Brian feat. Warren Hue & Masiwei),25611
2021-09-14 12:03,Jonathan & Friends,MagSafe,6074
2021-09-14 12:03,Leah Sykes,Sorry to the Waitress,177559
2021-09-14 12:06,Leah Sykes,Sorry to the Waitress,177559
2021-09-14 12:08,Jonathan & Friends,MagSafe,882
